index	video	video_path	duration	domain	candidates	sub_category	task_type	subtitle_path	question	answer	prediction	score
84	JbDRs0ja3PE	./video/JbDRs0ja3PE.mp4	short	Knowledge	['A. Stomach.', 'B. Liver.', 'C. Lungs.', 'D. Kidneys.']	Biology & Medicine	Object Recognition	./subtitle/JbDRs0ja3PE.srt	Which human organ is visible in the video?	C	C	1.0
85	JbDRs0ja3PE	./video/JbDRs0ja3PE.mp4	short	Knowledge	['A. To warn about environmental issues.', 'B. To offer health-related advice.', 'C. To provide a weather update.', 'D. To advertise a new movie.']	Biology & Medicine	Information Synopsis	./subtitle/JbDRs0ja3PE.srt	What is the purpose of the video?	B	B	1.0
86	JbDRs0ja3PE	./video/JbDRs0ja3PE.mp4	short	Knowledge	['A. The beauty of natural phenomena.', 'B. The excitement of scientific discovery.', 'C. The global impact of wildfires.', 'D. The dangers of drug interactions.']	Biology & Medicine	Information Synopsis	./subtitle/JbDRs0ja3PE.srt	What is the most likely message being conveyed by the video?	D	D	1.0
87	39HTpUG1MwQ	./video/39HTpUG1MwQ.mp4	short	Knowledge	['A. Mitochondrion.', 'B. Ribosome.', 'C. Chloroplast.', 'D. Golgi apparatus.']	Biology & Medicine	Temporal Perception	./subtitle/39HTpUG1MwQ.srt	What organelle is depicted at the beginning of the video?	A	A	1.0
88	39HTpUG1MwQ	./video/39HTpUG1MwQ.mp4	short	Knowledge	['A. Black.', 'B. Green.', 'C. Blue.', 'D. Red.']	Biology & Medicine	Object Recognition	./subtitle/39HTpUG1MwQ.srt	What color is the ATP in the video?	D	D	1.0
89	39HTpUG1MwQ	./video/39HTpUG1MwQ.mp4	short	Knowledge	['A. Protein synthesis.', 'B. Energy production.', 'C. Photosynthesis.', 'D. Lipid metabolism.']	Biology & Medicine	Attribute Perception	./subtitle/39HTpUG1MwQ.srt	Based on the video, what is the main function of the organelle featured in the footage?	B	B	1.0
90	TPS22HRRY1k	./video/TPS22HRRY1k.mp4	short	Knowledge	['A. Real Estate (blue), Precious Metals (red), and Foreign Currencies (yellow).', 'B. Real Estate (blue), Foreign Currencies (red), and Precious Metals (yellow).', 'C. Bonds (blue), Stocks (red), and Cash (yellow).', 'D. Stocks (blue), Bonds (red), and Cash (yellow).']	Finance & Commerce	Attribute Perception	./subtitle/TPS22HRRY1k.srt	"Which of the following best describes the types of assets included within Will's ""Assets Under Management"" visual bar in the video, showcasing the composition of the mutual fund's holdings?"	D	D	1.0
91	TPS22HRRY1k	./video/TPS22HRRY1k.mp4	short	Knowledge	['A. The process of registering a new mutual fund with the regulator and the associated legal requirements.', 'B. A basic explanation of what mutual funds are, and how they work.', 'C. A basic explanation of what national debts are, how they work and some key terms management.', 'D. The benefits and risks of investing in mutual funds as compared to other investment options such as individual stocks and bonds.']	Finance & Commerce	Information Synopsis	./subtitle/TPS22HRRY1k.srt	Which best summarizes the content of the video?	B	B	1.0
92	TPS22HRRY1k	./video/TPS22HRRY1k.mp4	short	Knowledge	['A. People no longer need to choose their own diversified investment portfolio after buying a mutual fund.', 'B. Investors in a closed-ended fund can withdraw their investment without trading to another investor.', 'C. Closed-ended funds can continually accept more funds from outsiders.', 'D. Anyone can set up a mutual fund at will.']	Finance & Commerce	Information Synopsis	./subtitle/TPS22HRRY1k.srt	According to the video, which of the following statements is true?	A	A	1.0
93	X30VlGh3HwQ	./video/X30VlGh3HwQ.mp4	short	Knowledge	['A. The debt relationship between the federal government, municipalities, and businesses.', 'B. The issuers in the bond market include the federal government, municipalities, and corporations.', 'C. Presentations by and between the federal government, municipalities, and businesses.', 'D. The issuance of bonds to fund the construction of infrastructure.']	Finance & Commerce	Temporal Perception	./subtitle/X30VlGh3HwQ.srt	What is the video illustrating when there are three buildings appear in the video at the same time?	B	A	0.0
94	X30VlGh3HwQ	./video/X30VlGh3HwQ.mp4	short	Knowledge	['A. $5 trillion.', 'B. $10 trillion.', 'C. $15 trillion.', 'D. $20 trillion.']	Finance & Commerce	Object Reasoning	./subtitle/X30VlGh3HwQ.srt	Based on data presented in the video, what was the approximate difference in value between the US bond market and the US stock market as of 2020?	B	A	0.0
95	X30VlGh3HwQ	./video/X30VlGh3HwQ.mp4	short	Knowledge	['A. 9.', 'B. 6.', 'C. 8.', 'D. 7.']	Finance & Commerce	Counting Problem	./subtitle/X30VlGh3HwQ.srt	How many laptops are produced in the company factory in the video animation?	A	A	1.0
96	zKyWRRJQbkM	./video/zKyWRRJQbkM.mp4	short	Knowledge	['A. $15.25, including three $5 bills and one quarter.', 'B. $2.25, including two $1 bills and one quarter.', 'C. $7.25, including one $5 bill, two $1 bills and one quarter.', 'D. $10.25, including two $5 bills and one quarter.']	Finance & Commerce	Object Recognition	./subtitle/zKyWRRJQbkM.srt	Which denominations of bills and/or coins are shown in the animation at the beginning of the video, and what is the total value of these denominations?	C	C	1.0
97	zKyWRRJQbkM	./video/zKyWRRJQbkM.mp4	short	Knowledge	['A. Abraham Lincoln.', 'B. George Washington.', 'C. John F. Kennedy.', 'D. Franklin D. Roosevelt.']	Finance & Commerce	Object Reasoning	./subtitle/zKyWRRJQbkM.srt	Which historical figure is visually depicted in a framed portrait in the video?	D	D	1.0
98	zKyWRRJQbkM	./video/zKyWRRJQbkM.mp4	short	Knowledge	['A. A map of the United States with states color-coded by their minimum wage laws.', 'B. A line graph showing the trend of the federal minimum wage over time.', 'C. A line graph with two lines.', 'D. A side-by-side comparison of a 2019 dollar bill and a 1938 dollar bill.']	Finance & Commerce	Object Recognition	./subtitle/zKyWRRJQbkM.srt	In the video, what visual aid is used to compare the nominal minimum wage with its value in 2019 dollars, demonstrating the impact of inflation?	C	C	1.0
99	blSnLEZe-sI	./video/blSnLEZe-sI.mp4	short	Knowledge	['A. Shares.', 'B. Central bank.', 'C. Financial crisis.', 'D. Quantitative easing.']	Finance & Commerce	Information Synopsis	./subtitle/blSnLEZe-sI.srt	What is this video about?	D	C	0.0
100	blSnLEZe-sI	./video/blSnLEZe-sI.mp4	short	Knowledge	['A. The overall stock market could see stronger gains because of quantitative easing.', 'B. Quantitative easing requires the central bank to print money.', 'C. QE makes those so-called safe assets more attractive.', 'D. Quantitative easing leads to more money in the system.']	Finance & Commerce	Information Synopsis	./subtitle/blSnLEZe-sI.srt	According to the video, which statement is correct?	A	D	0.0
101	blSnLEZe-sI	./video/blSnLEZe-sI.mp4	short	Knowledge	"[""A. The UK's dependence on foreign investments."", ""B. The UK's use of bonds for quantitative easing."", ""C. The UK's high national debt."", ""D. The UK's strong bond market.""]"	Finance & Commerce	Object Reasoning	./subtitle/blSnLEZe-sI.srt	What does the combination of a bond certificate and the UK flag most likely symbolize in the video?	B	B	1.0
102	Gh_GtYtQoVI	./video/Gh_GtYtQoVI.mp4	short	Knowledge	['A. To indicate the total duration of this video.', 'B. The video author made the annotations in order to explain clearly what finance is within one minute.', 'C. To display the current time when the narrator is sharing financial knowledge.', 'D. It is a countdown timer.']	Finance & Commerce	Object Reasoning	./subtitle/Gh_GtYtQoVI.srt	What is the function of the stopwatch in the upper right corner of the video?	B	B	1.0
103	Gh_GtYtQoVI	./video/Gh_GtYtQoVI.mp4	short	Knowledge	['A. From left to right.', 'B. From right to left.', 'C. From bottom to top.', 'D. From top to bottom.']	Finance & Commerce	Spatial Perception	./subtitle/Gh_GtYtQoVI.srt	In what direction does the video author draw the various financial institutions?	D	A	0.0
104	Gh_GtYtQoVI	./video/Gh_GtYtQoVI.mp4	short	Knowledge	['A. Business investment.', 'B. Market pricing.', 'C. Resource allocation.', 'D. Structural adjustment.']	Finance & Commerce	Information Synopsis	./subtitle/Gh_GtYtQoVI.srt	From which aspect does the video describe the role of finance?	A	C	0.0
105	MXKDvuEkSF0	./video/MXKDvuEkSF0.mp4	short	Knowledge	['A. 3.', 'B. 1.', 'C. 2.', 'D. 4.']	Finance & Commerce	Counting Problem	./subtitle/MXKDvuEkSF0.srt	How many new advertising situations are introduced in the video?	A	A	1.0
106	MXKDvuEkSF0	./video/MXKDvuEkSF0.mp4	short	Knowledge	['A. 37%.', 'B. 39%.', 'C. 27%.', 'D. 29%.']	Finance & Commerce	OCR Problems	./subtitle/MXKDvuEkSF0.srt	How much did sales increase at Dunkin' Donuts locations situated near the scent marketing dispensers?	D	D	1.0
107	MXKDvuEkSF0	./video/MXKDvuEkSF0.mp4	short	Knowledge	['A. $612 billion.', 'B. $45 million.', 'C. $58 million.', 'D. $475 billion.']	Finance & Commerce	OCR Problems	./subtitle/MXKDvuEkSF0.srt	What is the estimated value of the global marketing industry?	D	D	1.0
108	EQ-67udZEeg	./video/EQ-67udZEeg.mp4	short	Knowledge	['A. General Electric.', 'B. Starbucks.', 'C. Adobe.', 'D. Pepsi.']	Finance & Commerce	OCR Problems	./subtitle/EQ-67udZEeg.srt	Which of the following companies is not featured in the video?	D	D	1.0
109	EQ-67udZEeg	./video/EQ-67udZEeg.mp4	short	Knowledge	['A. Photographs of corporate buildings.', 'B. Animated stock tickers scrolling across the screen.', 'C. Hand-drawn company logos.', 'D. Charts showing stock performance over time.']	Finance & Commerce	Information Synopsis	./subtitle/EQ-67udZEeg.srt	What visual element is used to showcase companies that are included in the Dow Jones Industrial Average?	C	C	1.0
110	EQ-67udZEeg	./video/EQ-67udZEeg.mp4	short	Knowledge	['A. Dow Jones, Nasdaq, S&P 500.', 'B. Nasdaq, S&P 500, Dow Jones.', 'C. S&P 500, Dow Jones, Nasdaq.', 'D. Dow Jones, S&P 500, Nasdaq.']	Finance & Commerce	Temporal Reasoning	./subtitle/EQ-67udZEeg.srt	Which of the following is the correct order for the three indices presented in the video?	D	D	1.0
111	GqeRnxSuLFI	./video/GqeRnxSuLFI.mp4	short	Knowledge	['A. Blue.', 'B. Purple.', 'C. Black.', 'D. Green.']	Finance & Commerce	Attribute Perception	./subtitle/GqeRnxSuLFI.srt	Which color of clothing is worn by the first person selling bananas in the video?	A	A	1.0
112	GqeRnxSuLFI	./video/GqeRnxSuLFI.mp4	short	Knowledge	['A. When supply is less than demand, you can make money by selling bananas.', 'B. You cannot make money by selling bananas.', 'C. You can make money by selling bananas.', 'D. When there are few people selling bananas, you can make money by selling bananas.']	Finance & Commerce	Information Synopsis	./subtitle/GqeRnxSuLFI.srt	According to the video, which statement is correct?	A	C	0.0
113	GqeRnxSuLFI	./video/GqeRnxSuLFI.mp4	short	Knowledge	['A. Supply and demand.', 'B. Bananas supply.', 'C. Business competition.', 'D. Banana selling.']	Finance & Commerce	Information Synopsis	./subtitle/GqeRnxSuLFI.srt	Which best summarizes the content of the video?	A	A	1.0
114	XOJKiOw8Xqo	./video/XOJKiOw8Xqo.mp4	short	Knowledge	['A. 08:00.', 'B. 03:00.', 'C. 11:00.', 'D. 05:00.']	Finance & Commerce	Object Recognition	./subtitle/XOJKiOw8Xqo.srt	Which time is displayed on the clock in the video?	D	D	1.0
115	XOJKiOw8Xqo	./video/XOJKiOw8Xqo.mp4	short	Knowledge	['A. Orange.', 'B. Yellow.', 'C. Pink.', 'D. Green.']	Finance & Commerce	Attribute Perception	./subtitle/XOJKiOw8Xqo.srt	What is the color of Canada on the map in the video?	C	C	1.0
116	XOJKiOw8Xqo	./video/XOJKiOw8Xqo.mp4	short	Knowledge	['A. Gambling.', 'B. Money laundering.', 'C. Remittance.', 'D. Tax avoidance.']	Finance & Commerce	Information Synopsis	./subtitle/XOJKiOw8Xqo.srt	What is the topic of this video?	B	B	1.0
117	5ksVshqVuiM	./video/5ksVshqVuiM.mp4	short	Knowledge	['A. Between 2014 and 2016.', 'B. Between 2020 and 2023.', 'C. Between 1997 and 2002.', 'D. Between 2006 and 2008.']	Finance & Commerce	Object Reasoning	./subtitle/5ksVshqVuiM.srt	When did the events described in the video take place?	C	C	1.0
118	5ksVshqVuiM	./video/5ksVshqVuiM.mp4	short	Knowledge	['A. $7/Share.', 'B. $100/Share.', 'C. $600/Share.', 'D. $300/Share.']	Finance & Commerce	OCR Problems	./subtitle/5ksVshqVuiM.srt	What was Amazon's stock price at the peak of the dot-com bubble?	B	C	0.0
119	5ksVshqVuiM	./video/5ksVshqVuiM.mp4	short	Knowledge	"[""A. Amazon's development."", 'B. The dot-com Bubble.', 'C. Company competition.', 'D. Stock market.']"	Finance & Commerce	Information Synopsis	./subtitle/5ksVshqVuiM.srt	What is the main content of this video?	B	B	1.0
120	yl5ZXQmrtP0	./video/yl5ZXQmrtP0.mp4	short	Knowledge	['A. On March 19.', 'B. On March 24.', 'C. On March 25.', 'D. On March 29.']	Astronomy	Temporal Reasoning	./subtitle/yl5ZXQmrtP0.srt	When is the zodiacal light visible from the video?	A	A	1.0
121	yl5ZXQmrtP0	./video/yl5ZXQmrtP0.mp4	short	Knowledge	['A. 2.', 'B. 4.', 'C. 3.', 'D. 1.']	Astronomy	Counting Problem	./subtitle/yl5ZXQmrtP0.srt	How many times is the sun visible in the video?	B	A	0.0
122	yl5ZXQmrtP0	./video/yl5ZXQmrtP0.mp4	short	Knowledge	['A. Diurnal alternation.', 'B. The relationship between the sun, Earth and moon.', 'C. Seasonal change.', 'D. Astronomical phenomena visible in March.']	Astronomy	Information Synopsis	./subtitle/yl5ZXQmrtP0.srt	What is the main topic of the video?	D	D	1.0
123	kRlhlCWplqk	./video/kRlhlCWplqk.mp4	short	Knowledge	['A. 2.', 'B. 3.', 'C. 1.', 'D. 4.']	Astronomy	Counting Problem	./subtitle/kRlhlCWplqk.srt	How many bodies are created after the collision?	B	A	0.0
124	kRlhlCWplqk	./video/kRlhlCWplqk.mp4	short	Knowledge	['A. How is the Mars created.', 'B. How is the Earth created.', 'C. How is the moon created.', 'D. Why does Earth collide with Mars.']	Astronomy	Information Synopsis	./subtitle/kRlhlCWplqk.srt	Which of the following best describes the topic of the video?	C	C	1.0
125	kRlhlCWplqk	./video/kRlhlCWplqk.mp4	short	Knowledge	['A. Using computer simulation.', 'B. Through special effects production.', 'C. By location shooting.', 'D. Manual model.']	Astronomy	Object Reasoning	./subtitle/kRlhlCWplqk.srt	How was the video most likely made?	A	A	1.0
126	9jjTGpWmc5U	./video/9jjTGpWmc5U.mp4	short	Knowledge	['A. There was an explosion.', 'B. Thrown into the air by a child.', 'C. Tied to a balloon.', 'D. Lunar approach.']	Astronomy	Spatial Reasoning	./subtitle/9jjTGpWmc5U.srt	Why does the roof object fly?	D	D	1.0
127	9jjTGpWmc5U	./video/9jjTGpWmc5U.mp4	short	Knowledge	['A. 1.', 'B. 3.', 'C. 2.', 'D. 4.']	Astronomy	Counting Problem	./subtitle/9jjTGpWmc5U.srt	How many people are watching TV in the video?	C	C	1.0
128	9jjTGpWmc5U	./video/9jjTGpWmc5U.mp4	short	Knowledge	['A. Man-made disaster.', 'B. Astronomical disaster.', 'C. Meteorological disaster.', 'D. Geological disaster.']	Astronomy	Spatial Reasoning	./subtitle/9jjTGpWmc5U.srt	Which type of disaster is portrayed in the video?	B	B	1.0
129	fo0Hmch2YS0	./video/fo0Hmch2YS0.mp4	short	Knowledge	['A. 2.', 'B. 3.', 'C. 4.', 'D. 1.']	Astronomy	Counting Problem	./subtitle/fo0Hmch2YS0.srt	How many people can be seen in the video?	A	A	1.0
130	fo0Hmch2YS0	./video/fo0Hmch2YS0.mp4	short	Knowledge	['A. Warfare.', 'B. Meteorite attack.', 'C. Lunar impact.', 'D. Alien attack.']	Astronomy	Spatial Reasoning	./subtitle/fo0Hmch2YS0.srt	What is the most likely cause of the disaster in the video?	C	C	1.0
131	fo0Hmch2YS0	./video/fo0Hmch2YS0.mp4	short	Knowledge	['A. Exploring the earth.', 'B. Saving the earth.', 'C. Enjoying a meteor shower.', 'D. Escaping from a disaster.']	Astronomy	Action Recognition	./subtitle/fo0Hmch2YS0.srt	What are the people in the video doing?	D	D	1.0
132	990ci2H9BBc	./video/990ci2H9BBc.mp4	short	Knowledge	['A. Solar flare.', 'B. Observed black hole.', 'C. Total solar eclipse.', 'D. Mirage.']	Astronomy	Object Recognition	./subtitle/990ci2H9BBc.srt	What astronomical phenomenon is depicted in the video?	C	C	1.0
133	990ci2H9BBc	./video/990ci2H9BBc.mp4	short	Knowledge	['A. Temperature drop.', 'B. Appearance of snakes.', 'C. Appearance of planets and stars.', 'D. Appearance of rare shadow bands.']	Astronomy	Action Recognition	./subtitle/990ci2H9BBc.srt	Which of the following is NOT known to occur during a total solar eclipse, according to the video?	B	B	1.0
134	990ci2H9BBc	./video/990ci2H9BBc.mp4	short	Knowledge	['A. Stadium.', 'B. Nature park.', 'C. Street.', 'D. Rooftop.']	Astronomy	Object Recognition	./subtitle/990ci2H9BBc.srt	Where were the people in the video located while observing the total solar eclipse?	A	A	1.0
135	gD0MvkDGAMg	./video/gD0MvkDGAMg.mp4	short	Knowledge	['A. The role of supercomputers in the development of astronomy.', 'B. Astronomy enrollment outreach.', 'C. The role of atmospheric science.', 'D. The role of astronomical disciplines.']	Astronomy	Information Synopsis	./subtitle/gD0MvkDGAMg.srt	What's the main point of this video?	D	B	0.0
136	gD0MvkDGAMg	./video/gD0MvkDGAMg.mp4	short	Knowledge	['A. Earth.', 'B. Moon.', 'C. Jupiter.', 'D. Saturn.']	Astronomy	Object Recognition	./subtitle/gD0MvkDGAMg.srt	What is the first celestial object shown in the video?	A	A	1.0
