task_type	prefix	duration	video	question	answer	candidates	index	prediction
plotQA	video/1_plotQA	552.0	en_tv_16.mp4	What color is the clothes of the man who is locked up in the video?	Black	['White', 'Yellow', 'Black', 'Green']	224	(C) Black
plotQA	video/1_plotQA	552.0	en_tv_16.mp4	What color is the door of the room where the person is locked?	Green	['Blue', 'Yellow', 'Green', 'White']	404	(C) Green
plotQA	video/1_plotQA	552.0	en_tv_16.mp4	What color is the exit light when the woman walks into the room in the video?	Orange	['Yellow', 'Green', 'Orange', 'White']	518	(D) White
topic_reasoning	video/7_topic_reasoning	552.0	en_tv_16.mp4	In what scenario does the scene in the video take place?	City	['Snow mountain', 'Forest', 'Island', 'City']	1944	(D) City
topic_reasoning	video/7_topic_reasoning	552.0	en_tv_16.mp4	What genre of movie is the clip in the video from?	Action movie	['Action movie', 'Documentary', 'Horror movie', 'War movie']	2095	(A) Action movie
plotQA	video/1_plotQA	401.23	1.mp4	Why does the man suddenly stand up from the sailboat and walk to the other end of the boat at the beginning of the video?	A wall blocks his way	['A wall blocks his way', 'He has to complete some important tasks', 'He wants to talk to other people on the boat', 'He wants to check the weather or sea conditions to ensure the safety of navigation.']	44	(A) A wall blocks his way
plotQA	video/1_plotQA	401.23	1.mp4	How does the man in the black sweater finally disappear from the screen?	He walks into the door in the wall and leaves	['He slowly moves to the edge of the screen, eventually disappearing from the screen.', 'He walks into the cabin, disappearing from the screen.', 'He walks into the door in the wall and leaves', 'He is blocked by other objects, gradually disappearing from the screen.']	113	(C) He walks into the door in the wall and leaves
plotQA	video/1_plotQA	401.23	1.mp4	What is the man's mood after his unsuccessful attempt to hit the wall?	Disappointed	['Surprised', 'Neutral', 'Happy', 'Disappointed']	474	(D) Disappointed
topic_reasoning	video/7_topic_reasoning	401.23	1.mp4	In what environment is the man in the black sweater?	Ocean	['Desert', 'Grassland', 'Forest', 'Ocean']	2057	(D) Ocean
plotQA	video/1_plotQA	467.0	movie101_80.mp4	In what season does the story in the video take place?	Winter	['Summer', 'Spring', 'Winter', 'Autumn']	46	(C) Winter
plotQA	video/1_plotQA	467.0	movie101_80.mp4	What is the weather like in the video?	Snowy	['Sunny', 'Rainy', 'Snowy', 'Cloudy']	47	(C) Snowy
plotQA	video/1_plotQA	467.0	movie101_80.mp4	What is the mood of the man who surrenders and then shoots someone at the end of the video?	Angry	['Joyful', 'Disappointed', 'Angry', 'Neutral']	512	(C) Angry
plotQA	video/1_plotQA	303.0	tomjerry_2.mp4	What kind of bed is the cartoon mouse lying on?	A bed made of cheese	['Stone bed', 'A bed made of cheese', 'Wooden bed', 'Iron bed']	48	(B) A bed made of cheese
plotQA	video/1_plotQA	303.0	tomjerry_2.mp4	Where does the cartoon cat re-enter the house from?	Door	['Tunnel', 'Chimney', 'Window', 'Door']	409	(D) Door
plotQA	video/1_plotQA	303.0	tomjerry_2.mp4	What color blanket is the cartoon cat wrapped in when closing the door?	Deep pink	['Green', 'Deep pink', 'Yellow', 'Blue']	439	(B) Deep pink
topic_reasoning	video/7_topic_reasoning	303.0	tomjerry_2.mp4	What is the main character of the video?	A cartoon cat and a cartoon mouse	['A cartoon cat and a cartoon mouse', 'Three cats', 'One cat and two mice', 'Three mice']	2128	(A) A cartoon cat and a cartoon mouse
plotQA	video/1_plotQA	568.0	en_tv_18.mp4	What color is the hat of the man talking to the woman?	Black	['Black', 'Orange', 'Blue', 'Green']	50	(A) Black
plotQA	video/1_plotQA	568.0	en_tv_18.mp4	What color is the hair of the woman giving a speech on the stage?	White	['Green', 'Blue', 'Orange', 'White']	55	(D) White
plotQA	video/1_plotQA	568.0	en_tv_18.mp4	What color is the shirt of the man who is talking to the man exercising?	Blue	['Orange', 'Red', 'Green', 'Blue']	57	(D) Blue
plotQA	video/1_plotQA	568.0	en_tv_18.mp4	What color is the scarf of the woman making a phone call in the video?	Purple	['Blue', 'Purple', 'Green', 'Orange']	60	(B) Purple
topic_reasoning	video/7_topic_reasoning	568.0	en_tv_18.mp4	In what setting does the scene in the video take place?	City	['City', 'Island', 'Forest', 'Snowy mountain']	2120	(A) City
plotQA	video/1_plotQA	445.0	haimian_8.mp4	Why does the cartoon sponge have many bumps?	Because it was stung by a cartoon jellyfish	['Because it was stung by a cartoon jellyfish', 'Because the cartoon jellyfish was hit', 'Because of a cartoon jellyfish allergy', 'Because the cartoon jellyfish was bitten']	51	(A) Because it was stung by a cartoon jellyfish
plotQA	video/1_plotQA	445.0	haimian_8.mp4	What was the reaction of the cartoon sponge after eating grass?	Vomited	['Laughed', 'Cried', 'Vomited', 'Changed color']	413	(C) Vomited
plotQA	video/1_plotQA	445.0	haimian_8.mp4	What did the cartoon sponge give to the cartoon starfish?	A small fishing net	['An orange', 'A ball', 'A small fishing net', 'An apple']	441	(C) A small fishing net
topic_reasoning	video/7_topic_reasoning	445.0	haimian_8.mp4	What type of video is this?	Cartoon	['Mystery', 'Cartoon', 'Science Fiction', 'Thriller']	2037	(B) Cartoon
plotQA	video/1_plotQA	509.0	en_tv_2.mp4	What happens to the woman with yellow hair on the street?	She is shot down by someone	['She is shot down by someone', 'She is hit by an object', 'She is hit by a car', 'She is pulled away by someone']	52	(A) She is shot down by someone
plotQA	video/1_plotQA	509.0	en_tv_2.mp4	What happens when the man with glasses interacts with the woman with yellow hair?	The woman knocks the man down	['The woman ties a tie for the man', 'The woman slaps the man', 'The woman knocks the man down', 'The woman hands water to the man']	160	(D) The woman hands water to the man
plotQA	video/1_plotQA	509.0	en_tv_2.mp4	Why does the man in the black leather jacket enter the closed room where the woman in the red coat is trapped?	To bring food for the woman	['To get something', 'To eat', 'To look for something', 'To bring food for the woman']	522	(D) To bring food for the woman
topic_reasoning	video/7_topic_reasoning	509.0	en_tv_2.mp4	What type of video is this?	Movie clip	['Movie clip', 'Music video', 'Cartoon', 'Documentary']	1977	(A) Movie clip
topic_reasoning	video/7_topic_reasoning	509.0	en_tv_2.mp4	What time is the overall video set in?	Evening	['Early Morning', 'Noon', 'Afternoon', 'Evening']	2068	(D) Evening
plotQA	video/1_plotQA	328.0	tomjerry_9.mp4	How does the cartoon dog get its teeth?	Installing false teeth	['Installing false teeth', 'Glued on', 'Stuck on', 'Drawn on']	53	(A) Installing false teeth
plotQA	video/1_plotQA	328.0	tomjerry_9.mp4	What does the cartoon mouse hide in the food?	Iron	['Tennis Ball', 'Iron', 'Guitar', 'Baseball']	84	(B) Iron
plotQA	video/1_plotQA	328.0	tomjerry_9.mp4	Why does the cartoon cat kiss the cartoon dog?	Because the cartoon cat mistook the cartoon dog for the cartoon female cat	['Because the cartoon cat likes the cartoon dog', 'Because the cartoon cat is happy', 'Because the cartoon cat is excited', 'Because the cartoon cat mistook the cartoon dog for the cartoon female cat']	117	(D) Because the cartoon cat mistook the cartoon dog for the cartoon female cat
plotQA	video/1_plotQA	328.0	tomjerry_9.mp4	What does the cartoon mouse use to hit the cartoon dog?	A yellow plank	['A ball', 'A vase', 'A yellow plank', 'An iron rod']	232	(C) A yellow plank
topic_reasoning	video/7_topic_reasoning	328.0	tomjerry_9.mp4	When does the video take place?	Night	['Evening', 'Morning', 'Night', 'Noon']	2050	(C) Night
plotQA	video/1_plotQA	522.0	en_tv_26.mp4	What color is the woman's clothing in the scene where a man gives a woman flowers?	Green	['Green', 'White', 'Red', 'Pink']	54	(A) Green
plotQA	video/1_plotQA	522.0	en_tv_26.mp4	What color is the woman's clothing in the scene where a man gives a woman a gift in a room?	Blue	['Blue', 'White', 'Pink', 'Red']	233	(B) White
plotQA	video/1_plotQA	522.0	en_tv_26.mp4	What color is the woman's hair in the scene where two people are talking?	Blonde	['White', 'Red', 'Blonde', 'Pink']	381	(C) Blonde
plotQA	video/1_plotQA	522.0	en_tv_26.mp4	What color is the man's top who is performing on stage at the amusement park?	Black	['Pink', 'Black', 'Red', 'White']	411	(B) Black
topic_reasoning	video/7_topic_reasoning	522.0	en_tv_26.mp4	What genre of movie is the clip in the video from?	Action	['War', 'Action', 'Horror', 'Documentary']	1987	(C) Horror
plotQA	video/1_plotQA	335.0	haimian_5.mp4	What is the cartoon sponge preparing to do when it sees the cartoon shark?	Drinking coffee	['Drinking milk', 'Drinking water', 'Drinking coffee', 'Drinking juice']	61	(B) Drinking water
plotQA	video/1_plotQA	335.0	haimian_5.mp4	What does the cartoon lobster lift from the sea?	Paper money	['Paper money', 'Carp', 'Black fish', 'Octopus']	236	(A) Paper money
plotQA	video/1_plotQA	335.0	haimian_5.mp4	What does the cartoon starfish do before sitting on the cartoon rocking chair?	Inserting a coin	['Playing with toys', 'Eating snacks', 'Drinking water', 'Inserting a coin']	421	(D) Inserting a coin
plotQA	video/1_plotQA	335.0	haimian_5.mp4	What are the cartoon starfish and cartoon sponge doing while they are talking?	Riding a cartoon seahorse seat	['Playing with toys', 'Drinking water', 'Eating snacks', 'Riding a cartoon seahorse seat']	445	(D) Riding a cartoon seahorse seat
plotQA	video/1_plotQA	361.0	movie101_70.mp4	What color is the man's clothes at the beginning of the video?	Black	['White', 'Green', 'Yellow', 'Black']	63	(D) Black
plotQA	video/1_plotQA	361.0	movie101_70.mp4	What color is the woman's dress in the video?	Black	['Green', 'White', 'Red', 'Black']	424	(D) Black
plotQA	video/1_plotQA	361.0	movie101_70.mp4	What animal shape is the movable camera in the film?	Spider	['Dog', 'Cat', 'Rabbit', 'Spider']	446	(D) Spider
topic_reasoning	video/7_topic_reasoning	361.0	movie101_70.mp4	What is the genre of this film?	Action	['Sci-Fi', 'Romance', 'Action', 'Mystery']	1952	(C) Action
topic_reasoning	video/7_topic_reasoning	361.0	movie101_70.mp4	What event is mainly narrated in the video?	Theft	['Theft', 'Romance', 'Dance', 'Chase']	1955	(A) Theft
plotQA	video/1_plotQA	324.0	haimian_6.mp4	What are the cartoon octopus and cartoon sponge doing?	Running a restaurant	['Eating', 'Arguing', 'Running a restaurant', 'Fighting']	64	(D) Fighting
plotQA	video/1_plotQA	324.0	haimian_6.mp4	What are the cartoon starfish and cartoon sponge doing in the room?	Watching TV	['Sleeping', 'Watching TV', 'Playing games', 'Eating']	65	(B) Watching TV
plotQA	video/1_plotQA	324.0	haimian_6.mp4	What does the red cartoon character in red clothes give to the cartoon character in yellow clothes?	A ring	['A ring', 'Necklace', 'Earrings', 'Mobile phone']	68	(A) A ring
plotQA	video/1_plotQA	324.0	haimian_6.mp4	What color does the cartoon starfish turn the boat into?	Black	['Black', 'White', 'Blue', 'Green']	73	(A) Black
plotQA	video/1_plotQA	305.0	haimian_1.mp4	What is the cartoon octopus doing?	Eating a popsicle in a chair	['Playing games', 'Eating a popsicle in a chair', 'Sleeping', 'Cooking']	66	(B) Eating a popsicle in a chair
plotQA	video/1_plotQA	305.0	haimian_1.mp4	What did the sea animals see that shocked them?	Cartoon Sponge's muscular arms	"['A fight scene', 'Delicious food', 'A crowded crowd', ""Cartoon Sponge's muscular arms""]"	209	(D) Cartoon Sponge's muscular arms
plotQA	video/1_plotQA	305.0	haimian_1.mp4	What did the cartoon squirrel do after leaving the house?	Writing a letter	['Writing a letter', 'Driving', 'Leaving', 'Sleeping']	241	(C) Leaving
plotQA	video/1_plotQA	305.0	haimian_1.mp4	What is the cartoon sponge doing lying in bed?	Watching TV	['Watching TV', 'Chatting', 'Playing games', 'Sleeping']	427	(D) Sleeping
topic_reasoning	video/7_topic_reasoning	305.0	haimian_1.mp4	What is the background of the video?	Undersea	['Desert', 'Undersea', 'Forest', 'Beach']	1919	(B) Undersea
topic_reasoning	video/7_topic_reasoning	305.0	haimian_1.mp4	What is the protagonist of the video?	Cartoon Sponge	['Shark', 'Cartoon Sponge', 'Starfish', 'Octopus']	2018	(B) Cartoon Sponge
plotQA	video/1_plotQA	737.0	movie101_25.mp4	What color is the dog being held by the man in the movie?	White	['Blue', 'Yellow', 'White', 'Red']	67	(C) White
plotQA	video/1_plotQA	737.0	movie101_25.mp4	What color is the hat worn by the man smoking on the bridge?	Black	['Blue', 'Yellow', 'White', 'Black']	357	(D) Black
plotQA	video/1_plotQA	737.0	movie101_25.mp4	What color is the neck brace worn by the driver in the movie?	Blue	['Yellow', 'White', 'Green', 'Blue']	428	(D) Blue
plotQA	video/1_plotQA	737.0	movie101_25.mp4	What color is the vehicle driving on the road in the movie?	Red	['Red', 'White', 'Yellow', 'Blue']	529	(A) Red
topic_reasoning	video/7_topic_reasoning	737.0	movie101_25.mp4	What is the genre of the movie clip?	Modern	['Horror', 'Modern', 'War', 'Comedy']	2033	(D) Comedy
topic_reasoning	video/7_topic_reasoning	737.0	movie101_25.mp4	What is the weather in the scene of the video?	Sunny day	['Sunny day', 'Snowy day', 'Rainy day', 'Foggy day']	2067	(C) Rainy day
plotQA	video/1_plotQA	206.0	movie101_77.mp4	What are the two people cutting with scissors?	The character for 'happiness'	"['Socks', 'Pants', ""The character for 'happiness'"", 'Ribbon']"	69	(C) The character for 'happiness'
plotQA	video/1_plotQA	206.0	movie101_77.mp4	What color is the wedding dress the woman is wearing at the beginning of the video?	Black	['Black', 'Green', 'Pink', 'White']	93	(A) Black
plotQA	video/1_plotQA	206.0	movie101_77.mp4	In the video, what instrument is being played in the audience?	Piano	['Suona', 'Piano', 'Flute', 'Accordion']	243	(B) Piano
plotQA	video/1_plotQA	603.0	4.mp4	What color is the man's clothing at the beginning of the video?	Black	['Red', 'Black', 'Yellow', 'White']	70	(B) Black
topic_reasoning	video/7_topic_reasoning	603.0	4.mp4	What environment does the video start in?	In the water	['Grassland', 'In the water', 'Desert', 'On a tree']	2078	(B) In the water
plotQA	video/1_plotQA	303.0	tomjerry_5.mp4	What did the cartoon mouse place at the door after opening it?	Banana peel	['Wooden stick', 'Towel', 'Banana peel', 'Blanket']	72	(C) Banana peel
plotQA	video/1_plotQA	303.0	tomjerry_5.mp4	How did the cartoon cat enter the yard?	Wearing a cartoon dog's headgear	"['Riding a car', 'Holding a hammer', ""Wearing a cartoon dog's headgear"", 'Wearing a blanket']"	135	(C) Wearing a cartoon dog's headgear
plotQA	video/1_plotQA	303.0	tomjerry_5.mp4	What did the cartoon mouse use to hit the cartoon cat's butt?	Yellow board	['Hammer', 'Yellow board', 'Fly swatter', 'Wooden stick']	245	(B) Yellow board
plotQA	video/1_plotQA	303.0	tomjerry_5.mp4	Where did the cartoon cat hide in the end?	Under a large cartoon dog	['Under a large cartoon dog', 'Under the piano', 'In the car', 'On the tree']	313	(A) Under a large cartoon dog
